Fecha Tiempo Corriente
2025/1/15 12:43:51 14.12
2025/1/15 12:43:51 13.84
2025/1/15 12:43:51 14.20
2025/1/15 12:43:51 14.24
2025/1/15 12:43:51 13.89
2025/1/15 12:43:51 14.11
2025/1/15 12:43:51 14.36
2025/1/15 12:43:52 13.95
2025/1/15 12:43:52 14.03
2025/1/15 12:43:52 14.33
2025/1/15 12:43:52 14.23
2025/1/15 12:43:52 13.93
2025/1/15 12:43:52 14.26
2025/1/15 12:43:52 14.35
2025/1/15 12:43:52 13.96
2025/1/15 12:43:52 14.19
2025/1/15 12:43:52 14.42
2025/1/15 12:43:52 14.04
2025/1/15 12:43:52 14.09
2025/1/15 12:43:52 14.52
2025/1/15 12:43:53 14.11
2025/1/15 12:43:53 14.04
2025/1/15 12:43:53 14.45
2025/1/15 12:43:53 14.22
2025/1/15 12:43:53 14.02
2025/1/15 12:43:53 14.45
2025/1/15 12:43:53 14.33
2025/1/15 12:43:53 14.03
2025/1/15 12:43:53 14.37
2025/1/15 12:43:53 14.24
2025/1/15 12:43:53 14.18
2025/1/15 12:43:53 14.14
2025/1/15 12:43:53 14.12
2025/1/15 12:43:54 14.10
2025/1/15 12:43:54 14.09
2025/1/15 12:43:54 14.12
2025/1/15 12:43:54 14.17
2025/1/15 12:43:54 14.22
2025/1/15 12:43:54 14.29
2025/1/15 12:43:54 14.37
2025/1/15 12:43:54 14.44
2025/1/15 12:43:54 14.51
2025/1/15 12:43:54 14.56
2025/1/15 12:43:54 14.60
2025/1/15 12:43:54 14.61
2025/1/15 12:43:54 14.61
2025/1/15 12:43:55 14.58
2025/1/15 12:43:55 14.55
2025/1/15 12:43:55 14.48
2025/1/15 12:43:55 14.41
2025/1/15 12:43:55 14.45
2025/1/15 12:43:55 14.54
2025/1/15 12:43:55 14.61
2025/1/15 12:43:55 14.65
2025/1/15 12:43:55 14.67
2025/1/15 12:43:55 14.67
2025/1/15 12:43:55 14.42
2025/1/15 12:43:55 14.36
2025/1/15 12:43:56 14.35
2025/1/15 12:43:56 14.32
2025/1/15 12:43:56 14.31
2025/1/15 12:43:56 14.30
2025/1/15 12:43:56 14.28
2025/1/15 12:43:56 14.28
2025/1/15 12:43:56 14.31
2025/1/15 12:43:56 14.36
2025/1/15 12:43:56 14.42
2025/1/15 12:43:56 14.49
2025/1/15 12:43:56 14.57
2025/1/15 12:43:56 14.65
2025/1/15 12:43:56 14.52
2025/1/15 12:43:57 14.61
2025/1/15 12:43:57 14.68
2025/1/15 12:43:57 14.73
2025/1/15 12:43:57 14.76
2025/1/15 12:43:57 14.77
2025/1/15 12:43:57 14.79
2025/1/15 12:43:57 14.79
2025/1/15 12:43:57 14.76
2025/1/15 12:43:57 14.71
2025/1/15 12:43:57 14.67
2025/1/15 12:43:57 14.60
2025/1/15 12:43:57 14.55
2025/1/15 12:43:58 14.50
2025/1/15 12:43:58 14.47
2025/1/15 12:43:58 14.44
2025/1/15 12:43:58 14.43
2025/1/15 12:43:58 14.42
2025/1/15 12:43:58 14.42
2025/1/15 12:43:58 14.45
2025/1/15 12:43:58 14.51
2025/1/15 12:43:58 14.46
2025/1/15 12:43:58 14.47
2025/1/15 12:43:58 14.52
2025/1/15 12:43:58 14.60
2025/1/15 12:43:58 14.67
2025/1/15 12:43:59 14.75
2025/1/15 12:43:59 14.81
2025/1/15 12:43:59 14.89
2025/1/15 12:43:59 14.95
2025/1/15 12:43:59 14.97
2025/1/15 12:43:59 14.96
2025/1/15 12:43:59 14.92
2025/1/15 12:43:59 14.86
2025/1/15 12:43:59 14.78
2025/1/15 12:43:59 14.70
2025/1/15 12:43:59 14.63
2025/1/15 12:43:59 14.59
2025/1/15 12:44:0 14.56
2025/1/15 12:44:0 14.53
2025/1/15 12:44:0 14.51
2025/1/15 12:44:0 14.57
2025/1/15 12:44:0 14.54
2025/1/15 12:44:0 14.53
2025/1/15 12:44:0 14.51
2025/1/15 12:44:0 14.52
2025/1/15 12:44:0 14.55
2025/1/15 12:44:0 14.60
2025/1/15 12:44:0 14.67
2025/1/15 12:44:0 14.77
2025/1/15 12:44:0 14.86
2025/1/15 12:44:1 14.92
2025/1/15 12:44:1 14.96
2025/1/15 12:44:1 14.99
2025/1/15 12:44:1 15.00
2025/1/15 12:44:1 14.99
2025/1/15 12:44:1 14.95
2025/1/15 12:44:1 14.90
2025/1/15 12:44:1 14.84
2025/1/15 12:44:1 14.77
2025/1/15 12:44:1 14.71
2025/1/15 12:44:1 14.66
2025/1/15 12:44:1 14.65
2025/1/15 12:44:2 14.74
2025/1/15 12:44:2 14.69
2025/1/15 12:44:2 14.66
2025/1/15 12:44:2 14.63
2025/1/15 12:44:2 14.62
2025/1/15 12:44:2 14.62
2025/1/15 12:44:2 14.65
2025/1/15 12:44:2 14.71
2025/1/15 12:44:2 14.77
2025/1/15 12:44:2 14.85
2025/1/15 12:44:2 14.94
2025/1/15 12:44:2 15.01
2025/1/15 12:44:2 15.09
2025/1/15 12:44:3 15.14
2025/1/15 12:44:3 15.17
2025/1/15 12:44:3 15.16
2025/1/15 12:44:3 15.10
2025/1/15 12:44:3 15.14
2025/1/15 12:44:3 15.09
2025/1/15 12:44:3 15.00
2025/1/15 12:44:3 14.91
2025/1/15 12:44:3 15.08
2025/1/15 12:44:3 14.98
2025/1/15 12:44:3 14.89
2025/1/15 12:44:3 14.83
2025/1/15 12:44:4 14.77
2025/1/15 12:44:4 14.73
2025/1/15 12:44:4 14.69
2025/1/15 12:44:4 14.66
2025/1/15 12:44:4 14.65
2025/1/15 12:44:4 14.65
2025/1/15 12:44:4 14.67
2025/1/15 12:44:4 14.74
2025/1/15 12:44:4 14.82
2025/1/15 12:44:4 14.91
2025/1/15 12:44:4 15.00
2025/1/15 12:44:4 15.06
2025/1/15 12:44:4 15.11
2025/1/15 12:44:5 15.14
2025/1/15 12:44:5 15.15
2025/1/15 12:44:5 15.14
2025/1/15 12:44:5 15.11
2025/1/15 12:44:5 15.14
2025/1/15 12:44:5 15.15
2025/1/15 12:44:5 15.12
2025/1/15 12:44:5 15.05
2025/1/15 12:44:5 14.98
2025/1/15 12:44:5 14.92
2025/1/15 12:44:5 14.85
2025/1/15 12:44:5 14.82
2025/1/15 12:44:5 14.80
2025/1/15 12:44:6 14.77
2025/1/15 12:44:6 14.74
2025/1/15 12:44:6 14.74
2025/1/15 12:44:6 14.76
2025/1/15 12:44:6 14.80
2025/1/15 12:44:6 14.86
2025/1/15 12:44:6 14.94
2025/1/15 12:44:6 15.02
2025/1/15 12:44:6 15.11
2025/1/15 12:44:6 15.20
2025/1/15 12:44:6 15.26
2025/1/15 12:44:6 15.29
2025/1/15 12:44:7 15.29
2025/1/15 12:44:7 14.76
2025/1/15 12:44:7 14.78
2025/1/15 12:44:7 14.78
2025/1/15 12:44:7 14.80
2025/1/15 12:44:7 15.19
2025/1/15 12:44:7 15.10
2025/1/15 12:44:7 15.05
2025/1/15 12:44:7 14.98
2025/1/15 12:44:7 15.11
2025/1/15 12:44:7 14.83
2025/1/15 12:44:7 14.93
2025/1/15 12:44:8 14.88
2025/1/15 12:44:8 15.00
2025/1/15 12:44:8 14.90
2025/1/15 12:44:8 14.95
2025/1/15 12:44:8 14.89
2025/1/15 12:44:8 14.99
2025/1/15 12:44:8 14.98
2025/1/15 12:44:8 14.89
2025/1/15 12:44:8 14.85
2025/1/15 12:44:8 14.95
2025/1/15 12:44:8 14.89
2025/1/15 12:44:8 14.96
2025/1/15 12:44:8 15.03
2025/1/15 12:44:9 15.08
2025/1/15 12:44:9 15.13
2025/1/15 12:44:9 15.17
2025/1/15 12:44:9 15.21
2025/1/15 12:44:9 15.26
2025/1/15 12:44:9 15.30
2025/1/15 12:44:9 15.31
2025/1/15 12:44:9 15.33
2025/1/15 12:44:9 15.33
2025/1/15 12:44:9 15.30
2025/1/15 12:44:9 15.26
2025/1/15 12:44:9 15.22
2025/1/15 12:44:10 15.17
2025/1/15 12:44:10 15.12
2025/1/15 12:44:10 15.07
2025/1/15 12:44:10 15.02
2025/1/15 12:44:10 14.98
2025/1/15 12:44:10 14.95
2025/1/15 12:44:10 15.13
2025/1/15 12:44:10 15.03
2025/1/15 12:44:10 14.95
2025/1/15 12:44:10 14.92
2025/1/15 12:44:10 14.89
2025/1/15 12:44:10 14.87
2025/1/15 12:44:10 14.84
2025/1/15 12:44:11 14.82
2025/1/15 12:44:11 14.84
2025/1/15 12:44:11 14.87
2025/1/15 12:44:11 14.92
2025/1/15 12:44:11 14.99
2025/1/15 12:44:11 15.07
2025/1/15 12:44:11 15.15
2025/1/15 12:44:11 15.32
2025/1/15 12:44:11 15.16
2025/1/15 12:44:11 15.06
2025/1/15 12:44:11 14.98
2025/1/15 12:44:11 14.95
2025/1/15 12:44:12 14.91
2025/1/15 12:44:12 14.78
2025/1/15 12:44:12 14.85
2025/1/15 12:44:12 14.83
2025/1/15 12:44:12 14.83
2025/1/15 12:44:12 14.85
2025/1/15 12:44:12 14.90
2025/1/15 12:44:12 14.98
2025/1/15 12:44:12 15.06
2025/1/15 12:44:12 15.15
2025/1/15 12:44:12 15.23
2025/1/15 12:44:12 15.31
2025/1/15 12:44:12 15.36
2025/1/15 12:44:13 15.37
2025/1/15 12:44:13 15.33
2025/1/15 12:44:13 15.27
2025/1/15 12:44:13 15.18
2025/1/15 12:44:13 15.09
2025/1/15 12:44:13 15.01
2025/1/15 12:44:13 14.95
2025/1/15 12:44:13 14.91
2025/1/15 12:44:13 14.89
2025/1/15 12:44:13 14.95
2025/1/15 12:44:13 14.90
2025/1/15 12:44:13 14.86
2025/1/15 12:44:14 14.83
2025/1/15 12:44:14 14.83
2025/1/15 12:44:14 14.84
2025/1/15 12:44:14 14.89
2025/1/15 12:44:14 14.96
2025/1/15 12:44:14 15.04
2025/1/15 12:44:14 15.13
2025/1/15 12:44:14 15.19
2025/1/15 12:44:14 15.22
2025/1/15 12:44:14 15.25
2025/1/15 12:44:14 15.25
2025/1/15 12:44:14 15.25
2025/1/15 12:44:14 15.24
2025/1/15 12:44:15 15.19
2025/1/15 12:44:15 15.13
2025/1/15 12:44:15 15.05
2025/1/15 12:44:15 14.98
2025/1/15 12:44:15 14.94
2025/1/15 12:44:15 15.03
2025/1/15 12:44:15 14.96
2025/1/15 12:44:15 14.92
2025/1/15 12:44:15 14.88
2025/1/15 12:44:15 14.86
2025/1/15 12:44:15 14.83
2025/1/15 12:44:15 14.83
2025/1/15 12:44:16 14.86
2025/1/15 12:44:16 14.92
2025/1/15 12:44:16 15.00
2025/1/15 12:44:16 15.08
2025/1/15 12:44:16 15.17
2025/1/15 12:44:16 15.26
2025/1/15 12:44:16 15.32
2025/1/15 12:44:16 15.35
2025/1/15 12:44:16 15.33
2025/1/15 12:44:16 15.27
2025/1/15 12:44:16 15.17
2025/1/15 12:44:16 15.09
2025/1/15 12:44:16 15.01
2025/1/15 12:44:17 15.17
2025/1/15 12:44:17 15.06
2025/1/15 12:44:17 14.99
2025/1/15 12:44:17 14.93
2025/1/15 12:44:17 14.90
2025/1/15 12:44:17 14.86
2025/1/15 12:44:17 14.84
2025/1/15 12:44:17 14.84
2025/1/15 12:44:17 14.86
2025/1/15 12:44:17 14.94
2025/1/15 12:44:17 15.01
2025/1/15 12:44:17 15.10
2025/1/15 12:44:17 15.19
2025/1/15 12:44:18 15.22
2025/1/15 12:44:18 15.26
2025/1/15 12:44:18 15.26
2025/1/15 12:44:18 15.25
2025/1/15 12:44:18 15.22
2025/1/15 12:44:18 15.18
2025/1/15 12:44:18 15.10
2025/1/15 12:44:18 15.02
2025/1/15 12:44:18 15.16
2025/1/15 12:44:18 15.07
2025/1/15 12:44:18 15.00
2025/1/15 12:44:18 14.95
2025/1/15 12:44:19 14.92
2025/1/15 12:44:19 14.89
2025/1/15 12:44:19 14.86
2025/1/15 12:44:19 14.84
2025/1/15 12:44:19 14.86
2025/1/15 12:44:19 14.92
2025/1/15 12:44:19 14.88
2025/1/15 12:44:19 14.94
2025/1/15 12:44:19 15.02
2025/1/15 12:44:19 15.10
2025/1/15 12:44:19 15.18
2025/1/15 12:44:19 15.25
2025/1/15 12:44:19 15.31
2025/1/15 12:44:20 15.34
2025/1/15 12:44:20 15.32
2025/1/15 12:44:20 15.25
2025/1/15 12:44:20 14.81
2025/1/15 12:44:20 14.89
2025/1/15 12:44:20 14.98
2025/1/15 12:44:20 15.07
2025/1/15 12:44:20 15.15
2025/1/15 12:44:20 15.23
2025/1/15 12:44:20 15.30
2025/1/15 12:44:20 15.33
2025/1/15 12:44:20 15.31
2025/1/15 12:44:21 15.24
2025/1/15 12:44:21 15.15
2025/1/15 12:44:21 15.06
2025/1/15 12:44:21 14.98
2025/1/15 12:44:21 14.92
2025/1/15 12:44:21 14.89
2025/1/15 12:44:21 14.85
2025/1/15 12:44:21 14.82
2025/1/15 12:44:21 14.82
2025/1/15 12:44:21 14.84
2025/1/15 12:44:21 14.89
2025/1/15 12:44:21 14.99
2025/1/15 12:44:21 15.22
2025/1/15 12:44:22 15.24
2025/1/15 12:44:22 15.24
2025/1/15 12:44:22 15.21
2025/1/15 12:44:22 15.17
2025/1/15 12:44:22 15.12
2025/1/15 12:44:22 15.03
2025/1/15 12:44:22 14.97
2025/1/15 12:44:22 14.91
2025/1/15 12:44:22 14.88
2025/1/15 12:44:22 14.84
2025/1/15 12:44:22 14.81
2025/1/15 12:44:22 14.79
2025/1/15 12:44:23 14.83
2025/1/15 12:44:23 14.89
2025/1/15 12:44:23 14.98
2025/1/15 12:44:23 15.07
2025/1/15 12:44:23 15.16
2025/1/15 12:44:23 15.24
2025/1/15 12:44:23 15.30
2025/1/15 12:44:23 15.19
2025/1/15 12:44:23 15.27
2025/1/15 12:44:23 15.31
2025/1/15 12:44:23 15.28
2025/1/15 12:44:23 15.21
2025/1/15 12:44:23 15.10
2025/1/15 12:44:24 15.00
2025/1/15 12:44:24 14.92
2025/1/15 12:44:24 14.88
2025/1/15 12:44:24 14.83
2025/1/15 12:44:24 14.80
2025/1/15 12:44:24 14.78
2025/1/15 12:44:24 14.80
2025/1/15 12:44:24 14.85
2025/1/15 12:44:24 14.94
2025/1/15 12:44:24 15.04
2025/1/15 12:44:24 15.11
2025/1/15 12:44:24 15.17
2025/1/15 12:44:25 15.19
2025/1/15 12:44:25 15.20
2025/1/15 12:44:25 15.18
2025/1/15 12:44:25 15.19
2025/1/15 12:44:25 15.20
2025/1/15 12:44:25 15.17
2025/1/15 12:44:25 15.10
2025/1/15 12:44:25 15.02
2025/1/15 12:44:25 14.94
2025/1/15 12:44:25 14.89
2025/1/15 12:44:25 14.86
2025/1/15 12:44:25 14.82
2025/1/15 12:44:25 14.79
2025/1/15 12:44:26 14.80
2025/1/15 12:44:26 14.85
2025/1/15 12:44:26 14.94
2025/1/15 12:44:26 15.03
2025/1/15 12:44:26 15.12
2025/1/15 12:44:26 15.20
2025/1/15 12:44:26 15.27
2025/1/15 12:44:26 15.29
2025/1/15 12:44:26 15.24
2025/1/15 12:44:26 15.16
2025/1/15 12:44:26 15.27
2025/1/15 12:44:26 14.80
2025/1/15 12:44:26 14.90
2025/1/15 12:44:27 14.99
2025/1/15 12:44:27 15.09
2025/1/15 12:44:27 15.16
2025/1/15 12:44:27 15.22
2025/1/15 12:44:27 15.16
2025/1/15 12:44:27 15.04
2025/1/15 12:44:27 14.97
2025/1/15 12:44:27 14.91
2025/1/15 12:44:27 14.86
2025/1/15 12:44:27 14.82
2025/1/15 12:44:27 14.79
2025/1/15 12:44:27 14.78
2025/1/15 12:44:28 14.80
2025/1/15 12:44:28 14.87
2025/1/15 12:44:28 14.96
2025/1/15 12:44:28 15.06
2025/1/15 12:44:28 15.15
2025/1/15 12:44:28 15.03
2025/1/15 12:44:28 15.11
2025/1/15 12:44:28 15.20
2025/1/15 12:44:28 15.25
2025/1/15 12:44:28 15.28
2025/1/15 12:44:28 15.24
2025/1/15 12:44:28 15.16
2025/1/15 12:44:28 15.04
2025/1/15 12:44:29 14.94
2025/1/15 12:44:29 14.87
2025/1/15 12:44:29 14.84
2025/1/15 12:44:29 14.80
2025/1/15 12:44:29 14.78
2025/1/15 12:44:29 14.78
2025/1/15 12:44:29 14.79
2025/1/15 12:44:29 14.86
2025/1/15 12:44:29 14.94
2025/1/15 12:44:29 15.04
2025/1/15 12:44:29 15.11
2025/1/15 12:44:29 15.17
2025/1/15 12:44:30 15.19
2025/1/15 12:44:30 15.14
2025/1/15 12:44:30 15.17
2025/1/15 12:44:30 15.19
2025/1/15 12:44:30 15.18
2025/1/15 12:44:30 15.14
2025/1/15 12:44:30 15.06
2025/1/15 12:44:30 14.98
2025/1/15 12:44:30 14.89
2025/1/15 12:44:30 14.83
2025/1/15 12:44:30 14.78
2025/1/15 12:44:30 14.75
2025/1/15 12:44:30 14.72
2025/1/15 12:44:31 14.70
2025/1/15 12:44:31 14.72
2025/1/15 12:44:31 14.78
2025/1/15 12:44:31 14.85
2025/1/15 12:44:31 14.94
2025/1/15 12:44:31 15.03
2025/1/15 12:44:31 15.14
2025/1/15 12:44:31 15.21
2025/1/15 12:44:31 15.10
2025/1/15 12:44:31 15.17
2025/1/15 12:44:31 15.22
2025/1/15 12:44:31 15.23
2025/1/15 12:44:32 15.19
2025/1/15 12:44:32 15.11
2025/1/15 12:44:32 15.02
2025/1/15 12:44:32 14.91
2025/1/15 12:44:32 14.85
2025/1/15 12:44:32 14.81
2025/1/15 12:44:32 14.77
2025/1/15 12:44:32 14.73
2025/1/15 12:44:32 14.72
2025/1/15 12:44:32 14.71
2025/1/15 12:44:32 14.76
2025/1/15 12:44:32 14.83
2025/1/15 12:44:32 14.91
2025/1/15 12:44:33 14.99
2025/1/15 12:44:33 15.05
2025/1/15 12:44:33 15.10
2025/1/15 12:44:33 15.11
2025/1/15 12:44:33 14.74
2025/1/15 12:44:33 14.69
2025/1/15 12:44:33 14.67
2025/1/15 12:44:33 14.69
2025/1/15 12:44:33 14.76
2025/1/15 12:44:33 14.83
2025/1/15 12:44:33 14.91
2025/1/15 12:44:33 15.00
2025/1/15 12:44:34 15.06
2025/1/15 12:44:34 15.10
2025/1/15 12:44:34 15.13
2025/1/15 12:44:34 15.14
2025/1/15 12:44:34 15.14
2025/1/15 12:44:34 15.11
2025/1/15 12:44:34 15.05
2025/1/15 12:44:34 14.97
2025/1/15 12:44:34 14.89
2025/1/15 12:44:34 14.95
2025/1/15 12:44:34 14.88
2025/1/15 12:44:34 14.82
2025/1/15 12:44:34 14.92
2025/1/15 12:44:35 14.86
2025/1/15 12:44:35 14.81
2025/1/15 12:44:35 14.77
2025/1/15 12:44:35 14.74
2025/1/15 12:44:35 14.72
2025/1/15 12:44:35 14.73
2025/1/15 12:44:35 14.78
2025/1/15 12:44:35 14.85
2025/1/15 12:44:35 14.96
2025/1/15 12:44:35 15.05
2025/1/15 12:44:35 15.12
2025/1/15 12:44:35 15.19
2025/1/15 12:44:36 15.22
2025/1/15 12:44:36 15.21
2025/1/15 12:44:36 15.17
2025/1/15 12:44:36 15.06
2025/1/15 12:44:36 14.97
2025/1/15 12:44:36 14.88
2025/1/15 12:44:36 14.82
2025/1/15 12:44:36 14.77
2025/1/15 12:44:36 14.87
2025/1/15 12:44:36 14.79
2025/1/15 12:44:36 14.76
2025/1/15 12:44:36 14.73
2025/1/15 12:44:36 14.71
2025/1/15 12:44:37 14.72
2025/1/15 12:44:37 14.76
2025/1/15 12:44:37 14.83
2025/1/15 12:44:37 14.92
2025/1/15 12:44:37 15.01
2025/1/15 12:44:37 15.08
2025/1/15 12:44:37 15.12
2025/1/15 12:44:37 15.13
2025/1/15 12:44:37 15.13
2025/1/15 12:44:37 15.13
2025/1/15 12:44:37 15.08
2025/1/15 12:44:37 15.02
2025/1/15 12:44:37 14.93
2025/1/15 12:44:38 14.87
2025/1/15 12:44:38 14.82
2025/1/15 12:44:38 14.91
2025/1/15 12:44:38 14.83
2025/1/15 12:44:38 14.79
2025/1/15 12:44:38 14.76
2025/1/15 12:44:38 14.73
2025/1/15 12:44:38 14.72
2025/1/15 12:44:38 14.73
2025/1/15 12:44:38 14.78
2025/1/15 12:44:38 14.87
2025/1/15 12:44:38 14.96
2025/1/15 12:44:39 15.05
2025/1/15 12:44:39 15.12
2025/1/15 12:44:39 15.18
2025/1/15 12:44:39 15.21
2025/1/15 12:44:39 15.19
2025/1/15 12:44:39 15.10
2025/1/15 12:44:39 14.99
2025/1/15 12:44:39 14.90
2025/1/15 12:44:39 14.81
2025/1/15 12:44:39 14.76
2025/1/15 12:44:39 14.74
2025/1/15 12:44:39 14.82
2025/1/15 12:44:39 14.76
2025/1/15 12:44:40 14.73
2025/1/15 12:44:40 14.71
2025/1/15 12:44:40 14.71
2025/1/15 12:44:40 14.75
2025/1/15 12:44:40 14.82
2025/1/15 12:44:40 14.91
2025/1/15 12:44:40 15.00
2025/1/15 12:44:40 15.08
2025/1/15 12:44:40 15.12
2025/1/15 12:44:40 15.13
2025/1/15 12:44:40 15.12
2025/1/15 12:44:40 15.10
2025/1/15 12:44:41 15.05
2025/1/15 12:44:41 14.98
2025/1/15 12:44:41 14.89
2025/1/15 12:44:41 14.82
2025/1/15 12:44:41 14.77
2025/1/15 12:44:41 14.75
2025/1/15 12:44:41 14.82
2025/1/15 12:44:41 14.75
2025/1/15 12:44:41 14.72
2025/1/15 12:44:41 14.70
2025/1/15 12:44:41 14.70
2025/1/15 12:44:41 14.75
2025/1/15 12:44:41 14.83
2025/1/15 12:44:42 14.91
2025/1/15 12:44:42 14.99
2025/1/15 12:44:42 14.84
2025/1/15 12:44:42 14.75
2025/1/15 12:44:42 14.71
2025/1/15 12:44:42 14.69
2025/1/15 12:44:42 14.69
2025/1/15 12:44:42 14.73
2025/1/15 12:44:42 15.11
2025/1/15 12:44:42 15.08
2025/1/15 12:44:42 15.09
2025/1/15 12:44:42 15.08
2025/1/15 12:44:43 15.07
2025/1/15 12:44:43 15.02
2025/1/15 12:44:43 15.09
2025/1/15 12:44:43 15.05
2025/1/15 12:44:43 14.99
2025/1/15 12:44:43 14.91
2025/1/15 12:44:43 14.83
2025/1/15 12:44:43 14.77
2025/1/15 12:44:43 14.74
2025/1/15 12:44:43 14.72
2025/1/15 12:44:43 14.70
2025/1/15 12:44:43 14.68
2025/1/15 12:44:43 14.73
2025/1/15 12:44:44 14.79
2025/1/15 12:44:44 14.88
2025/1/15 12:44:44 14.95
2025/1/15 12:44:44 15.04
2025/1/15 12:44:44 15.12
2025/1/15 12:44:44 15.17
2025/1/15 12:44:44 15.18
2025/1/15 12:44:44 15.13
2025/1/15 12:44:44 15.04
2025/1/15 12:44:44 15.16
2025/1/15 12:44:44 15.08
2025/1/15 12:44:44 14.97
2025/1/15 12:44:45 14.87
2025/1/15 12:44:45 14.80
2025/1/15 12:44:45 14.74
2025/1/15 12:44:45 14.70
2025/1/15 12:44:45 14.68
2025/1/15 12:44:45 14.64
2025/1/15 12:44:45 14.64
2025/1/15 12:44:45 14.68
2025/1/15 12:44:45 14.77
2025/1/15 12:44:45 14.87
2025/1/15 12:44:45 14.96
2025/1/15 12:44:45 15.02
2025/1/15 12:44:45 15.08
2025/1/15 12:44:46 15.11
