Date Hora Corriente
2025/1/15 12:43:54 0.09
2025/1/15 12:43:54 0.10
2025/1/15 12:43:54 0.10
2025/1/15 12:43:54 0.12
2025/1/15 12:43:54 0.10
2025/1/15 12:43:54 0.08
2025/1/15 12:43:54 0.10
2025/1/15 12:43:54 0.13
2025/1/15 12:43:55 0.10
2025/1/15 12:43:55 0.09
2025/1/15 12:43:55 0.10
2025/1/15 12:43:55 0.11
2025/1/15 12:43:55 0.12
2025/1/15 12:43:55 0.08
2025/1/15 12:43:55 0.12
2025/1/15 12:43:55 0.12
2025/1/15 12:43:55 0.10
2025/1/15 12:43:55 0.09
2025/1/15 12:43:55 0.10
2025/1/15 12:43:55 0.13
2025/1/15 12:43:55 0.10
2025/1/15 12:43:56 0.10
2025/1/15 12:43:56 0.11
2025/1/15 12:43:56 0.12
2025/1/15 12:43:56 0.09
2025/1/15 12:43:56 0.08
2025/1/15 12:43:56 0.10
2025/1/15 12:43:56 0.11
2025/1/15 12:43:56 0.10
2025/1/15 12:43:56 0.09
2025/1/15 12:43:56 0.10
2025/1/15 12:43:56 0.12
2025/1/15 12:43:56 0.11
2025/1/15 12:43:56 0.08
2025/1/15 12:43:56 0.10
2025/1/15 12:43:57 0.13
2025/1/15 12:43:57 0.10
2025/1/15 12:43:57 0.09
2025/1/15 12:43:57 0.10
2025/1/15 12:43:57 0.12
2025/1/15 12:43:57 0.10
2025/1/15 12:43:57 0.09
2025/1/15 12:43:57 0.11
2025/1/15 12:43:57 0.12
2025/1/15 12:43:57 0.10
2025/1/15 12:43:57 0.10
2025/1/15 12:43:57 0.10
2025/1/15 12:43:57 0.12
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.11
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.09
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.12
2025/1/15 12:43:58 0.09
2025/1/15 12:43:58 0.09
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.11
2025/1/15 12:43:58 0.10
2025/1/15 12:43:58 0.09
2025/1/15 12:43:59 0.10
2025/1/15 12:43:59 0.12
2025/1/15 12:43:59 0.10
2025/1/15 12:43:59 0.11
2025/1/15 12:43:59 0.12
2025/1/15 12:43:59 0.11
2025/1/15 12:43:59 0.10
2025/1/15 12:43:59 0.09
2025/1/15 12:43:59 0.10
2025/1/15 12:43:59 0.11
2025/1/15 12:43:59 0.10
2025/1/15 12:43:59 0.09
2025/1/15 12:43:59 0.10
2025/1/15 12:44:0 0.11
2025/1/15 12:44:0 0.11
2025/1/15 12:44:0 0.10
2025/1/15 12:44:0 0.09
2025/1/15 12:44:0 0.11
2025/1/15 12:44:0 0.09
2025/1/15 12:44:0 0.09
2025/1/15 12:44:0 0.10
2025/1/15 12:44:0 0.11
2025/1/15 12:44:0 0.10
2025/1/15 12:44:0 0.09
2025/1/15 12:44:0 0.10
2025/1/15 12:44:0 0.11
2025/1/15 12:44:0 0.09
2025/1/15 12:44:1 0.09
2025/1/15 12:44:1 0.12
2025/1/15 12:44:1 0.10
2025/1/15 12:44:1 0.09
2025/1/15 12:44:1 0.09
2025/1/15 12:44:1 0.09
2025/1/15 12:44:1 0.10
2025/1/15 12:44:1 0.12
2025/1/15 12:44:1 0.11
2025/1/15 12:44:1 0.09
2025/1/15 12:44:1 0.10
2025/1/15 12:44:1 0.12
2025/1/15 12:44:1 0.10
2025/1/15 12:44:1 0.09
2025/1/15 12:44:2 0.11
2025/1/15 12:44:2 0.11
2025/1/15 12:44:2 0.10
2025/1/15 12:44:2 0.11
2025/1/15 12:44:2 0.09
2025/1/15 12:44:2 0.11
2025/1/15 12:44:2 0.09
2025/1/15 12:44:2 0.09
2025/1/15 12:44:2 0.10
2025/1/15 12:44:2 0.11
2025/1/15 12:44:2 0.10
2025/1/15 12:44:2 0.08
2025/1/15 12:44:2 0.10
2025/1/15 12:44:3 0.11
2025/1/15 12:44:3 0.09
2025/1/15 12:44:3 0.08
2025/1/15 12:44:3 0.11
2025/1/15 12:44:3 0.12
2025/1/15 12:44:3 0.10
2025/1/15 12:44:3 0.08
2025/1/15 12:44:3 0.10
2025/1/15 12:44:3 0.12
2025/1/15 12:44:3 0.09
2025/1/15 12:44:3 0.09
2025/1/15 12:44:3 0.11
2025/1/15 12:44:3 0.11
2025/1/15 12:44:3 0.10
2025/1/15 12:44:4 0.09
2025/1/15 12:44:4 0.10
2025/1/15 12:44:4 0.11
2025/1/15 12:44:4 0.09
2025/1/15 12:44:4 0.10
2025/1/15 12:44:4 0.09
2025/1/15 12:44:4 0.10
2025/1/15 12:44:4 0.10
2025/1/15 12:44:4 0.08
2025/1/15 12:44:4 0.10
2025/1/15 12:44:4 0.11
2025/1/15 12:44:4 0.10
2025/1/15 12:44:4 0.09
2025/1/15 12:44:5 0.10
2025/1/15 12:44:5 0.11
2025/1/15 12:44:5 0.09
2025/1/15 12:44:5 0.09
2025/1/15 12:44:5 0.11
2025/1/15 12:44:5 0.12
2025/1/15 12:44:5 0.11
2025/1/15 12:44:5 0.09
2025/1/15 12:44:5 0.11
2025/1/15 12:44:5 0.13
2025/1/15 12:44:5 0.10
2025/1/15 12:44:5 0.09
2025/1/15 12:44:5 0.11
2025/1/15 12:44:5 0.11
2025/1/15 12:44:6 0.10
2025/1/15 12:44:6 0.09
2025/1/15 12:44:6 0.10
2025/1/15 12:44:6 0.12
2025/1/15 12:44:6 0.10
2025/1/15 12:44:6 0.09
2025/1/15 12:44:6 0.10
2025/1/15 12:44:6 0.11
2025/1/15 12:44:6 0.12
2025/1/15 12:44:6 0.09
2025/1/15 12:44:6 0.10
2025/1/15 12:44:6 0.11
2025/1/15 12:44:6 0.09
2025/1/15 12:44:7 0.08
2025/1/15 12:44:7 0.10
2025/1/15 12:44:7 0.11
2025/1/15 12:44:7 0.10
2025/1/15 12:44:7 0.08
2025/1/15 12:44:7 0.12
2025/1/15 12:44:7 0.12
2025/1/15 12:44:7 0.10
2025/1/15 12:44:7 0.09
2025/1/15 12:44:7 0.10
2025/1/15 12:44:7 0.11
2025/1/15 12:44:7 0.10
2025/1/15 12:44:7 0.09
2025/1/15 12:44:7 0.10
2025/1/15 12:44:8 0.12
2025/1/15 12:44:8 0.10
2025/1/15 12:44:8 0.09
2025/1/15 12:44:8 0.10
2025/1/15 12:44:8 0.11
2025/1/15 12:44:8 0.10
2025/1/15 12:44:8 0.10
2025/1/15 12:44:8 0.10
2025/1/15 12:44:8 0.11
2025/1/15 12:44:8 0.09
2025/1/15 12:44:8 0.08
2025/1/15 12:44:8 0.10
2025/1/15 12:44:8 0.11
2025/1/15 12:44:9 0.09
2025/1/15 12:44:9 0.08
2025/1/15 12:44:9 0.10
2025/1/15 12:44:9 0.11
2025/1/15 12:44:9 0.10
2025/1/15 12:44:9 0.08
2025/1/15 12:44:9 0.12
2025/1/15 12:44:9 0.11
2025/1/15 12:44:9 0.10
2025/1/15 12:44:9 0.09
2025/1/15 12:44:9 0.13
2025/1/15 12:44:9 0.12
2025/1/15 12:44:9 0.09
2025/1/15 12:44:9 0.09
2025/1/15 12:44:10 0.10
2025/1/15 12:44:10 0.14
2025/1/15 12:44:10 0.10
2025/1/15 12:44:10 0.09
2025/1/15 12:44:10 0.10
2025/1/15 12:44:10 0.11
2025/1/15 12:44:10 0.09
2025/1/15 12:44:10 0.10
2025/1/15 12:44:10 0.09
2025/1/15 12:44:10 0.12
2025/1/15 12:44:10 0.09
2025/1/15 12:44:10 0.08
2025/1/15 12:44:10 0.09
2025/1/15 12:44:11 0.11
2025/1/15 12:44:11 0.09
2025/1/15 12:44:11 0.08
2025/1/15 12:44:11 0.09
2025/1/15 12:44:11 0.11
2025/1/15 12:44:11 0.10
2025/1/15 12:44:11 0.08
2025/1/15 12:44:11 0.14
2025/1/15 12:44:11 0.12
2025/1/15 12:44:11 0.10
2025/1/15 12:44:11 0.09
2025/1/15 12:44:11 0.10
2025/1/15 12:44:11 0.12
2025/1/15 12:44:12 0.12
2025/1/15 12:44:12 0.09
2025/1/15 12:44:12 0.11
2025/1/15 12:44:12 0.11
2025/1/15 12:44:12 0.10
2025/1/15 12:44:12 0.09
2025/1/15 12:44:12 0.11
2025/1/15 12:44:12 0.11
2025/1/15 12:44:12 0.09
2025/1/15 12:44:12 0.08
2025/1/15 12:44:12 0.10
2025/1/15 12:44:12 0.11
2025/1/15 12:44:12 0.09
2025/1/15 12:44:12 0.09
2025/1/15 12:44:13 0.09
2025/1/15 12:44:13 0.11
2025/1/15 12:44:13 0.09
2025/1/15 12:44:13 0.08
2025/1/15 12:44:13 0.10
2025/1/15 12:44:13 0.11
2025/1/15 12:44:13 0.09
2025/1/15 12:44:13 0.08
2025/1/15 12:44:13 0.11
2025/1/15 12:44:13 0.12
2025/1/15 12:44:13 0.10
2025/1/15 12:44:13 0.08
2025/1/15 12:44:13 0.10
2025/1/15 12:44:14 0.12
2025/1/15 12:44:14 0.12
2025/1/15 12:44:14 0.09
2025/1/15 12:44:14 0.10
2025/1/15 12:44:14 0.12
2025/1/15 12:44:14 0.11
2025/1/15 12:44:14 0.09
2025/1/15 12:44:14 0.10
2025/1/15 12:44:14 0.11
2025/1/15 12:44:14 0.11
2025/1/15 12:44:14 0.09
2025/1/15 12:44:14 0.10
2025/1/15 12:44:14 0.11
2025/1/15 12:44:14 0.09
2025/1/15 12:44:15 0.08
2025/1/15 12:44:15 0.10
2025/1/15 12:44:15 0.11
2025/1/15 12:44:15 0.10
2025/1/15 12:44:15 0.08
2025/1/15 12:44:15 0.11
2025/1/15 12:44:15 0.12
2025/1/15 12:44:15 0.10
2025/1/15 12:44:15 0.08
2025/1/15 12:44:15 0.11
2025/1/15 12:44:15 0.12
2025/1/15 12:44:15 0.10
2025/1/15 12:44:15 0.09
2025/1/15 12:44:16 0.10
2025/1/15 12:44:16 0.12
2025/1/15 12:44:16 0.10
2025/1/15 12:44:16 0.08
2025/1/15 12:44:16 0.10
2025/1/15 12:44:16 0.11
2025/1/15 12:44:16 0.11
2025/1/15 12:44:16 0.09
2025/1/15 12:44:16 0.10
2025/1/15 12:44:16 0.12
2025/1/15 12:44:16 0.11
2025/1/15 12:44:16 0.08
2025/1/15 12:44:16 0.10
2025/1/15 12:44:16 0.10
2025/1/15 12:44:17 0.09
2025/1/15 12:44:17 0.08
2025/1/15 12:44:17 0.10
2025/1/15 12:44:17 0.10
2025/1/15 12:44:17 0.09
2025/1/15 12:44:17 0.08
2025/1/15 12:44:17 0.10
2025/1/15 12:44:17 0.12
2025/1/15 12:44:17 0.10
2025/1/15 12:44:17 0.09
2025/1/15 12:44:17 0.11
2025/1/15 12:44:17 0.12
2025/1/15 12:44:17 0.10
2025/1/15 12:44:18 0.09
2025/1/15 12:44:18 0.10
2025/1/15 12:44:18 0.12
2025/1/15 12:44:18 0.10
2025/1/15 12:44:18 0.09
2025/1/15 12:44:18 0.12
2025/1/15 12:44:18 0.11
2025/1/15 12:44:18 0.09
2025/1/15 12:44:18 0.09
2025/1/15 12:44:18 0.10
2025/1/15 12:44:18 0.12
2025/1/15 12:44:18 0.09
2025/1/15 12:44:18 0.08
2025/1/15 12:44:18 0.10
2025/1/15 12:44:19 0.12
2025/1/15 12:44:19 0.12
2025/1/15 12:44:19 0.08
2025/1/15 12:44:19 0.10
2025/1/15 12:44:19 0.10
2025/1/15 12:44:19 0.09
2025/1/15 12:44:19 0.08
2025/1/15 12:44:19 0.09
2025/1/15 12:44:19 0.13
2025/1/15 12:44:19 0.09
2025/1/15 12:44:19 0.08
2025/1/15 12:44:19 0.11
2025/1/15 12:44:19 0.11
2025/1/15 12:44:20 0.10
2025/1/15 12:44:20 0.08
2025/1/15 12:44:20 0.10
2025/1/15 12:44:20 0.13
2025/1/15 12:44:20 0.12
2025/1/15 12:44:20 0.09
2025/1/15 12:44:20 0.09
2025/1/15 12:44:20 0.11
2025/1/15 12:44:20 0.10
2025/1/15 12:44:20 0.09
2025/1/15 12:44:20 0.12
2025/1/15 12:44:20 0.11
2025/1/15 12:44:20 0.08
2025/1/15 12:44:20 0.08
2025/1/15 12:44:21 0.08
2025/1/15 12:44:21 0.08
2025/1/15 12:44:21 0.08
2025/1/15 12:44:21 0.08
2025/1/15 12:44:21 0.08
2025/1/15 12:44:21 0.09
2025/1/15 12:44:21 0.11
2025/1/15 12:44:21 0.09
2025/1/15 12:44:21 0.08
2025/1/15 12:44:21 0.09
2025/1/15 12:44:21 0.11
2025/1/15 12:44:21 0.09
2025/1/15 12:44:21 0.09
2025/1/15 12:44:22 0.10
2025/1/15 12:44:22 0.11
2025/1/15 12:44:22 0.10
2025/1/15 12:44:22 0.09
2025/1/15 12:44:22 0.10
2025/1/15 12:44:22 0.12
2025/1/15 12:44:22 0.10
2025/1/15 12:44:22 0.09
2025/1/15 12:44:22 0.10
2025/1/15 12:44:22 0.11
2025/1/15 12:44:22 0.09
2025/1/15 12:44:22 0.08
2025/1/15 12:44:22 0.10
2025/1/15 12:44:22 0.10
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.10
2025/1/15 12:44:23 0.11
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.08
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.11
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.09
2025/1/15 12:44:23 0.10
2025/1/15 12:44:23 0.09
2025/1/15 12:44:24 0.10
2025/1/15 12:44:24 0.10
2025/1/15 12:44:24 0.11
2025/1/15 12:44:24 0.09
2025/1/15 12:44:24 0.13
2025/1/15 12:44:24 0.12
2025/1/15 12:44:24 0.11
2025/1/15 12:44:24 0.09
2025/1/15 12:44:24 0.09
2025/1/15 12:44:24 0.10
2025/1/15 12:44:24 0.11
2025/1/15 12:44:24 0.09
2025/1/15 12:44:24 0.11
2025/1/15 12:44:24 0.10
2025/1/15 12:44:25 0.10
2025/1/15 12:44:25 0.09
2025/1/15 12:44:25 0.08
2025/1/15 12:44:25 0.10
2025/1/15 12:44:25 0.10
2025/1/15 12:44:25 0.09
2025/1/15 12:44:25 0.08
2025/1/15 12:44:25 0.09
2025/1/15 12:44:25 0.12
2025/1/15 12:44:25 0.11
2025/1/15 12:44:25 0.08
2025/1/15 12:44:25 0.09
2025/1/15 12:44:25 0.10
2025/1/15 12:44:26 0.09
2025/1/15 12:44:26 0.09
2025/1/15 12:44:26 0.11
2025/1/15 12:44:26 0.12
2025/1/15 12:44:26 0.09
2025/1/15 12:44:26 0.08
2025/1/15 12:44:26 0.10
2025/1/15 12:44:26 0.11
2025/1/15 12:44:26 0.10
2025/1/15 12:44:26 0.09
2025/1/15 12:44:26 0.10
2025/1/15 12:44:26 0.11
2025/1/15 12:44:26 0.09
2025/1/15 12:44:26 0.09
2025/1/15 12:44:27 0.10
2025/1/15 12:44:27 0.11
2025/1/15 12:44:27 0.11
2025/1/15 12:44:27 0.08
2025/1/15 12:44:27 0.09
2025/1/15 12:44:27 0.11
2025/1/15 12:44:27 0.09
2025/1/15 12:44:27 0.08
2025/1/15 12:44:27 0.10
2025/1/15 12:44:27 0.10
2025/1/15 12:44:27 0.09
2025/1/15 12:44:27 0.08
2025/1/15 12:44:27 0.09
2025/1/15 12:44:28 0.10
2025/1/15 12:44:28 0.09
2025/1/15 12:44:28 0.09
2025/1/15 12:44:28 0.10
2025/1/15 12:44:28 0.11
2025/1/15 12:44:28 0.10
2025/1/15 12:44:28 0.11
2025/1/15 12:44:28 0.10
2025/1/15 12:44:28 0.11
2025/1/15 12:44:28 0.09
2025/1/15 12:44:28 0.09
2025/1/15 12:44:28 0.10
2025/1/15 12:44:28 0.11
2025/1/15 12:44:28 0.09
2025/1/15 12:44:29 0.10
2025/1/15 12:44:29 0.09
2025/1/15 12:44:29 0.10
2025/1/15 12:44:29 0.09
2025/1/15 12:44:29 0.09
2025/1/15 12:44:29 0.09
2025/1/15 12:44:29 0.11
2025/1/15 12:44:29 0.08
2025/1/15 12:44:29 0.08
2025/1/15 12:44:29 0.09
2025/1/15 12:44:29 0.11
2025/1/15 12:44:29 0.08
2025/1/15 12:44:29 0.07
2025/1/15 12:44:29 0.09
2025/1/15 12:44:30 0.10
2025/1/15 12:44:30 0.09
2025/1/15 12:44:30 0.09
2025/1/15 12:44:30 0.10
2025/1/15 12:44:30 0.11
2025/1/15 12:44:30 0.11
2025/1/15 12:44:30 0.08
2025/1/15 12:44:30 0.09
2025/1/15 12:44:30 0.11
2025/1/15 12:44:30 0.10
2025/1/15 12:44:30 0.09
2025/1/15 12:44:30 0.10
2025/1/15 12:44:30 0.11
2025/1/15 12:44:31 0.10
2025/1/15 12:44:31 0.10
2025/1/15 12:44:31 0.10
2025/1/15 12:44:31 0.10
2025/1/15 12:44:31 0.09
2025/1/15 12:44:31 0.08
2025/1/15 12:44:31 0.09
2025/1/15 12:44:31 0.10
2025/1/15 12:44:31 0.09
2025/1/15 12:44:31 0.08
2025/1/15 12:44:31 0.09
2025/1/15 12:44:31 0.11
2025/1/15 12:44:31 0.09
2025/1/15 12:44:32 0.08
2025/1/15 12:44:32 0.09
2025/1/15 12:44:32 0.11
2025/1/15 12:44:32 0.09
2025/1/15 12:44:32 0.09
2025/1/15 12:44:32 0.11
2025/1/15 12:44:32 0.11
2025/1/15 12:44:32 0.10
2025/1/15 12:44:32 0.09
2025/1/15 12:44:32 0.09
2025/1/15 12:44:32 0.10
2025/1/15 12:44:32 0.10
2025/1/15 12:44:32 0.10
2025/1/15 12:44:33 0.10
2025/1/15 12:44:33 0.10
2025/1/15 12:44:33 0.10
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:33 0.09
2025/1/15 12:44:34 0.09
2025/1/15 12:44:34 0.10
2025/1/15 12:44:34 0.08
2025/1/15 12:44:34 0.09
2025/1/15 12:44:34 0.11
2025/1/15 12:44:34 0.11
2025/1/15 12:44:34 0.08
2025/1/15 12:44:34 0.09
2025/1/15 12:44:34 0.11
2025/1/15 12:44:34 0.09
2025/1/15 12:44:34 0.08
2025/1/15 12:44:34 0.10
2025/1/15 12:44:34 0.12
2025/1/15 12:44:35 0.09
2025/1/15 12:44:35 0.08
2025/1/15 12:44:35 0.10
2025/1/15 12:44:35 0.12
2025/1/15 12:44:35 0.09
2025/1/15 12:44:35 0.08
2025/1/15 12:44:35 0.09
2025/1/15 12:44:35 0.11
2025/1/15 12:44:35 0.10
2025/1/15 12:44:35 0.08
2025/1/15 12:44:35 0.08
2025/1/15 12:44:35 0.10
2025/1/15 12:44:35 0.08
2025/1/15 12:44:36 0.08
2025/1/15 12:44:36 0.09
2025/1/15 12:44:36 0.10
2025/1/15 12:44:36 0.10
2025/1/15 12:44:36 0.07
2025/1/15 12:44:36 0.08
2025/1/15 12:44:36 0.09
2025/1/15 12:44:36 0.08
2025/1/15 12:44:36 0.08
2025/1/15 12:44:36 0.08
2025/1/15 12:44:36 0.08
2025/1/15 12:44:36 0.10
2025/1/15 12:44:36 0.11
2025/1/15 12:44:36 0.09
2025/1/15 12:44:37 0.08
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.12
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.08
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.10
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.10
2025/1/15 12:44:37 0.09
2025/1/15 12:44:37 0.07
2025/1/15 12:44:37 0.09
2025/1/15 12:44:38 0.10
2025/1/15 12:44:38 0.08
2025/1/15 12:44:38 0.07
2025/1/15 12:44:38 0.08
2025/1/15 12:44:38 0.10
2025/1/15 12:44:38 0.08
2025/1/15 12:44:38 0.09
2025/1/15 12:44:38 0.09
2025/1/15 12:44:38 0.11
2025/1/15 12:44:38 0.09
2025/1/15 12:44:38 0.08
2025/1/15 12:44:38 0.10
2025/1/15 12:44:38 0.11
2025/1/15 12:44:39 0.10
2025/1/15 12:44:39 0.08
2025/1/15 12:44:39 0.12
2025/1/15 12:44:39 0.11
2025/1/15 12:44:39 0.09
2025/1/15 12:44:39 0.08
2025/1/15 12:44:39 0.09
2025/1/15 12:44:39 0.09
2025/1/15 12:44:39 0.08
2025/1/15 12:44:39 0.07
2025/1/15 12:44:39 0.09
2025/1/15 12:44:39 0.10
2025/1/15 12:44:39 0.08
2025/1/15 12:44:40 0.10
2025/1/15 12:44:40 0.11
2025/1/15 12:44:40 0.10
2025/1/15 12:44:40 0.08
2025/1/15 12:44:40 0.07
2025/1/15 12:44:40 0.09
2025/1/15 12:44:40 0.10
2025/1/15 12:44:40 0.08
2025/1/15 12:44:40 0.09
2025/1/15 12:44:40 0.10
2025/1/15 12:44:40 0.11
2025/1/15 12:44:40 0.09
2025/1/15 12:44:40 0.10
2025/1/15 12:44:40 0.09
2025/1/15 12:44:41 0.11
2025/1/15 12:44:41 0.09
2025/1/15 12:44:41 0.08
2025/1/15 12:44:41 0.12
2025/1/15 12:44:41 0.10
2025/1/15 12:44:41 0.09
2025/1/15 12:44:41 0.07
2025/1/15 12:44:41 0.10
2025/1/15 12:44:41 0.10
2025/1/15 12:44:41 0.08
2025/1/15 12:44:41 0.07
2025/1/15 12:44:41 0.09
2025/1/15 12:44:41 0.10
2025/1/15 12:44:42 0.07
2025/1/15 12:44:42 0.07
2025/1/15 12:44:42 0.09
2025/1/15 12:44:42 0.10
2025/1/15 12:44:42 0.09
2025/1/15 12:44:42 0.07
2025/1/15 12:44:42 0.10
2025/1/15 12:44:42 0.11
2025/1/15 12:44:42 0.09
2025/1/15 12:44:42 0.08
2025/1/15 12:44:42 0.09
