Fecha Hora Corriente
2025/01/10 15:17:42 0.02
2025/01/10 15:17:42 0.04
2025/01/10 15:17:42 0.02
2025/01/10 15:17:42 0.04
2025/01/10 15:17:42 0.03
2025/01/10 15:17:42 0.01
2025/01/10 15:17:42 0.02
2025/01/10 15:17:42 0.02
2025/01/10 15:17:42 0.02
2025/01/10 15:17:43 0.05
2025/01/10 15:17:43 0.02
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.02
2025/01/10 15:17:43 0.04
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.05
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.02
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.03
2025/01/10 15:17:43 0.04
2025/01/10 15:17:44 0.04
2025/01/10 15:17:44 0.05
2025/01/10 15:17:44 0.05
2025/01/10 15:17:44 0.07
2025/01/10 15:17:44 0.04
2025/01/10 15:17:44 0.05
2025/01/10 15:17:44 0.03
2025/01/10 15:17:44 0.03
2025/01/10 15:17:44 0.03
2025/01/10 15:17:44 0.05
2025/01/10 15:17:44 0.02
2025/01/10 15:17:44 0.04
2025/01/10 15:17:44 0.04
2025/01/10 15:17:44 0.04
2025/01/10 15:17:45 0.04
2025/01/10 15:17:45 0.03
2025/01/10 15:17:45 0.03
2025/01/10 15:17:45 0.05
2025/01/10 15:17:45 0.05
2025/01/10 15:17:45 0.05
2025/01/10 15:17:45 0.05
2025/01/10 15:17:45 0.04
2025/01/10 15:17:45 0.03
2025/01/10 15:17:45 0.04
2025/01/10 15:17:45 0.03
2025/01/10 15:17:45 0.04
2025/01/10 15:17:45 0.04
2025/01/10 15:17:45 0.03
2025/01/10 15:17:46 0.06
2025/01/10 15:17:46 0.03
2025/01/10 15:17:46 0.05
2025/01/10 15:17:46 0.04
2025/01/10 15:17:46 0.04
2025/01/10 15:17:46 0.02
2025/01/10 15:17:46 0.03
2025/01/10 15:17:46 0.03
2025/01/10 15:17:46 0.02
2025/01/10 15:17:46 0.03
2025/01/10 15:17:46 0.04
2025/01/10 15:17:46 0.02
2025/01/10 15:17:46 0.02
2025/01/10 15:17:47 0.02
2025/01/10 15:17:47 0.01
2025/01/10 15:17:47 0.03
2025/01/10 15:17:47 0.04
2025/01/10 15:17:47 0.00
2025/01/10 15:17:47 0.04
2025/01/10 15:17:47 0.03
2025/01/10 15:17:47 0.00
2025/01/10 15:17:47 0.06
2025/01/10 15:17:47 0.01
2025/01/10 15:17:47 0.19
2025/01/10 15:17:47 0.18
2025/01/10 15:17:47 0.16
2025/01/10 15:17:48 0.16
2025/01/10 15:17:48 0.19
2025/01/10 15:17:48 0.19
2025/01/10 15:17:48 0.20
2025/01/10 15:17:48 0.19
2025/01/10 15:17:48 0.18
2025/01/10 15:17:48 0.04
2025/01/10 15:17:48 0.35
2025/01/10 15:17:48 0.18
2025/01/10 15:17:48 0.16
2025/01/10 15:17:48 0.20
2025/01/10 15:17:48 0.17
2025/01/10 15:17:48 0.15
2025/01/10 15:17:48 0.12
2025/01/10 15:17:49 0.14
2025/01/10 15:17:49 0.12
2025/01/10 15:17:49 0.16
2025/01/10 15:17:49 0.13
2025/01/10 15:17:49 0.18
2025/01/10 15:17:49 0.16
2025/01/10 15:17:49 0.18
2025/01/10 15:17:49 0.00
2025/01/10 15:17:49 0.14
2025/01/10 15:17:49 0.13
2025/01/10 15:17:49 0.13
2025/01/10 15:17:49 0.14
2025/01/10 15:17:49 0.17
2025/01/10 15:17:50 0.13
2025/01/10 15:17:50 0.14
2025/01/10 15:17:50 0.14
2025/01/10 15:17:50 0.16
2025/01/10 15:17:50 0.14
2025/01/10 15:17:50 0.15
2025/01/10 15:17:50 0.13
2025/01/10 15:17:50 0.13
2025/01/10 15:17:50 0.13
2025/01/10 15:17:50 0.11
2025/01/10 15:17:50 0.13
2025/01/10 15:17:50 0.12
2025/01/10 15:17:50 0.12
2025/01/10 15:17:51 0.12
2025/01/10 15:17:51 0.15
2025/01/10 15:17:51 0.14
2025/01/10 15:17:51 0.16
2025/01/10 15:17:51 0.12
2025/01/10 15:17:51 0.14
2025/01/10 15:17:51 0.10
2025/01/10 15:17:51 0.11
2025/01/10 15:17:51 0.12
2025/01/10 15:17:51 0.16
2025/01/10 15:17:51 0.12
2025/01/10 15:17:51 0.15
2025/01/10 15:17:51 0.11
2025/01/10 15:17:52 0.12
2025/01/10 15:17:52 0.14
2025/01/10 15:17:52 0.14
2025/01/10 15:17:52 0.12
2025/01/10 15:17:52 0.15
2025/01/10 15:17:52 0.14
2025/01/10 15:17:52 0.15
2025/01/10 15:17:52 0.14
2025/01/10 15:17:52 0.13
2025/01/10 15:17:52 0.14
2025/01/10 15:17:52 0.13
2025/01/10 15:17:52 0.12
2025/01/10 15:17:52 0.15
2025/01/10 15:17:53 0.15
2025/01/10 15:17:53 0.14
2025/01/10 15:17:53 0.10
2025/01/10 15:17:53 0.09
2025/01/10 15:17:53 0.11
2025/01/10 15:17:53 0.12
2025/01/10 15:17:53 0.13
2025/01/10 15:17:53 0.12
2025/01/10 15:17:53 0.11
2025/01/10 15:17:53 0.11
2025/01/10 15:17:53 0.17
2025/01/10 15:17:53 0.12
2025/01/10 15:17:53 0.14
2025/01/10 15:17:54 0.17
2025/01/10 15:17:54 0.17
2025/01/10 15:17:54 0.17
2025/01/10 15:17:54 0.13
2025/01/10 15:17:54 0.15
2025/01/10 15:17:54 0.14
2025/01/10 15:17:54 0.16
2025/01/10 15:17:54 0.15
2025/01/10 15:17:54 0.17
2025/01/10 15:17:54 0.15
2025/01/10 15:17:54 0.11
2025/01/10 15:17:54 0.15
2025/01/10 15:17:54 0.13
2025/01/10 15:17:54 0.12
2025/01/10 15:17:55 0.13
2025/01/10 15:17:55 0.13
2025/01/10 15:17:55 0.16
2025/01/10 15:17:55 0.11
2025/01/10 15:17:55 0.15
2025/01/10 15:17:55 0.14
2025/01/10 15:17:55 0.16
2025/01/10 15:17:55 0.09
2025/01/10 15:17:55 0.12
2025/01/10 15:17:55 0.18
2025/01/10 15:17:55 0.13
2025/01/10 15:17:55 0.11
2025/01/10 15:17:55 0.13
2025/01/10 15:17:56 0.16
2025/01/10 15:17:56 0.14
2025/01/10 15:17:56 0.11
2025/01/10 15:17:56 0.12
2025/01/10 15:17:56 0.11
2025/01/10 15:17:56 0.15
2025/01/10 15:17:56 0.11
2025/01/10 15:17:56 0.11
2025/01/10 15:17:56 0.11
2025/01/10 15:17:56 0.13
2025/01/10 15:17:56 0.13
2025/01/10 15:17:56 0.13
2025/01/10 15:17:56 0.15
2025/01/10 15:17:57 0.11
2025/01/10 15:17:57 0.12
2025/01/10 15:17:57 0.12
2025/01/10 15:17:57 0.10
2025/01/10 15:17:57 0.12
2025/01/10 15:17:57 0.14
2025/01/10 15:17:57 0.13
2025/01/10 15:17:57 0.13
2025/01/10 15:17:57 0.13
2025/01/10 15:17:57 0.13
2025/01/10 15:17:57 0.14
2025/01/10 15:17:57 0.12
2025/01/10 15:17:57 0.14
2025/01/10 15:17:58 0.14
2025/01/10 15:17:58 0.12
2025/01/10 15:17:58 0.16
2025/01/10 15:17:58 0.15
2025/01/10 15:17:58 0.12
2025/01/10 15:17:58 0.16
2025/01/10 15:17:58 0.16
2025/01/10 15:17:58 0.11
2025/01/10 15:17:58 0.14
2025/01/10 15:17:58 0.11
2025/01/10 15:17:58 0.14
2025/01/10 15:17:58 0.15
2025/01/10 15:17:58 0.12
2025/01/10 15:17:58 0.15
2025/01/10 15:17:59 0.16
2025/01/10 15:17:59 0.12
2025/01/10 15:17:59 0.11
2025/01/10 15:17:59 0.11
2025/01/10 15:17:59 0.10
2025/01/10 15:17:59 0.16
2025/01/10 15:17:59 0.16
2025/01/10 15:17:59 0.10
2025/01/10 15:17:59 0.12
2025/01/10 15:17:59 0.14
2025/01/10 15:17:59 0.15
2025/01/10 15:17:59 0.13
2025/01/10 15:17:59 0.13
2025/01/10 15:18:00 0.16
2025/01/10 15:18:00 0.14
2025/01/10 15:18:00 0.11
2025/01/10 15:18:00 0.13
2025/01/10 15:18:00 0.14
2025/01/10 15:18:00 0.12
2025/01/10 15:18:00 0.15
2025/01/10 15:18:00 0.17
2025/01/10 15:18:00 0.15
2025/01/10 15:18:00 0.18
2025/01/10 15:18:00 0.12
2025/01/10 15:18:00 0.14
2025/01/10 15:18:00 0.12
2025/01/10 15:18:01 0.12
2025/01/10 15:18:01 0.11
2025/01/10 15:18:01 0.12
2025/01/10 15:18:01 0.18
2025/01/10 15:18:01 0.09
2025/01/10 15:18:01 0.15
2025/01/10 15:18:01 0.12
2025/01/10 15:18:01 0.14
2025/01/10 15:18:01 0.12
2025/01/10 15:18:01 0.12
2025/01/10 15:18:01 0.13
2025/01/10 15:18:01 0.11
2025/01/10 15:18:01 0.10
2025/01/10 15:18:02 0.17
2025/01/10 15:18:02 0.12
2025/01/10 15:18:02 0.13
2025/01/10 15:18:02 0.12
2025/01/10 15:18:02 0.11
2025/01/10 15:18:02 0.13
2025/01/10 15:18:02 0.11
2025/01/10 15:18:02 0.18
2025/01/10 15:18:02 0.18
2025/01/10 15:18:02 0.15
2025/01/10 15:18:02 0.13
2025/01/10 15:18:02 0.13
2025/01/10 15:18:02 0.12
2025/01/10 15:18:03 0.19
2025/01/10 15:18:03 0.16
2025/01/10 15:18:03 0.12
2025/01/10 15:18:03 0.11
2025/01/10 15:18:03 0.14
2025/01/10 15:18:03 0.10
2025/01/10 15:18:03 0.13
2025/01/10 15:18:03 0.16
2025/01/10 15:18:03 0.09
2025/01/10 15:18:03 0.12
2025/01/10 15:18:03 0.13
2025/01/10 15:18:03 0.11
2025/01/10 15:18:03 0.15
2025/01/10 15:18:04 0.10
2025/01/10 15:18:04 0.15
2025/01/10 15:18:04 0.12
2025/01/10 15:18:04 0.12
2025/01/10 15:18:04 0.12
2025/01/10 15:18:04 0.13
2025/01/10 15:18:04 0.13
2025/01/10 15:18:04 0.13
2025/01/10 15:18:04 0.14
2025/01/10 15:18:04 0.12
2025/01/10 15:18:04 0.15
2025/01/10 15:18:04 0.15
2025/01/10 15:18:04 0.11
2025/01/10 15:18:04 0.16
2025/01/10 15:18:05 0.14
2025/01/10 15:18:05 0.13
2025/01/10 15:18:05 0.12
2025/01/10 15:18:05 0.13
2025/01/10 15:18:05 0.12
2025/01/10 15:18:05 0.14
2025/01/10 15:18:05 0.10
2025/01/10 15:18:05 0.13
2025/01/10 15:18:05 0.11
2025/01/10 15:18:05 0.14
2025/01/10 15:18:05 0.16
2025/01/10 15:18:05 0.14
2025/01/10 15:18:05 0.14
2025/01/10 15:18:06 0.14
2025/01/10 15:18:06 0.13
2025/01/10 15:18:06 0.10
2025/01/10 15:18:06 0.10
2025/01/10 15:18:06 0.14
2025/01/10 15:18:06 0.12
2025/01/10 15:18:06 0.14
2025/01/10 15:18:06 0.14
2025/01/10 15:18:06 0.14
2025/01/10 15:18:06 0.11
2025/01/10 15:18:06 0.13
2025/01/10 15:18:06 0.14
2025/01/10 15:18:06 0.10
2025/01/10 15:18:07 0.12
2025/01/10 15:18:07 0.12
2025/01/10 15:18:07 0.12
2025/01/10 15:18:07 0.14
2025/01/10 15:18:07 0.13
2025/01/10 15:18:07 0.11
2025/01/10 15:18:07 0.16
2025/01/10 15:18:07 0.10
2025/01/10 15:18:07 0.12
2025/01/10 15:18:07 0.15
2025/01/10 15:18:07 0.14
2025/01/10 15:18:07 0.15
2025/01/10 15:18:07 0.18
2025/01/10 15:18:08 0.12
2025/01/10 15:18:08 0.11
2025/01/10 15:18:08 0.14
2025/01/10 15:18:08 0.11
2025/01/10 15:18:08 0.10
2025/01/10 15:18:08 0.19
2025/01/10 15:18:08 0.10
2025/01/10 15:18:08 0.13
2025/01/10 15:18:08 0.14
2025/01/10 15:18:08 0.12
2025/01/10 15:18:08 0.16
2025/01/10 15:18:08 0.15
2025/01/10 15:18:08 0.15
2025/01/10 15:18:09 0.11
2025/01/10 15:18:09 0.14
2025/01/10 15:18:09 0.14
2025/01/10 15:18:09 0.16
2025/01/10 15:18:09 0.11
2025/01/10 15:18:09 0.12
2025/01/10 15:18:09 0.14
2025/01/10 15:18:09 0.15
2025/01/10 15:18:09 0.12
2025/01/10 15:18:09 0.11
2025/01/10 15:18:09 0.09
2025/01/10 15:18:09 0.12
2025/01/10 15:18:09 0.15
2025/01/10 15:18:09 0.05
2025/01/10 15:18:10 0.13
2025/01/10 15:18:10 0.12
2025/01/10 15:18:10 0.10
2025/01/10 15:18:10 0.11
2025/01/10 15:18:10 0.14
2025/01/10 15:18:10 0.15
2025/01/10 15:18:10 0.14
2025/01/10 15:18:10 0.12
2025/01/10 15:18:10 0.14
2025/01/10 15:18:10 0.13
2025/01/10 15:18:10 0.15
2025/01/10 15:18:10 0.09
2025/01/10 15:18:10 0.13
2025/01/10 15:18:11 0.12
2025/01/10 15:18:11 0.13
2025/01/10 15:18:11 0.14
2025/01/10 15:18:11 0.14
2025/01/10 15:18:11 0.14
2025/01/10 15:18:11 0.13
2025/01/10 15:18:11 0.14
2025/01/10 15:18:11 0.13
2025/01/10 15:18:11 0.15
2025/01/10 15:18:11 0.15
2025/01/10 15:18:11 0.13
2025/01/10 15:18:11 0.15
2025/01/10 15:18:12 0.15
2025/01/10 15:18:12 0.11
2025/01/10 15:18:12 0.14
2025/01/10 15:18:12 0.11
2025/01/10 15:18:12 0.10
2025/01/10 15:18:12 0.11
2025/01/10 15:18:12 0.15
2025/01/10 15:18:12 0.11
2025/01/10 15:18:12 0.11
2025/01/10 15:18:12 0.15
2025/01/10 15:18:12 0.12
2025/01/10 15:18:12 0.15
2025/01/10 15:18:12 0.16
2025/01/10 15:18:13 0.14
2025/01/10 15:18:13 0.14
2025/01/10 15:18:13 0.14
2025/01/10 15:18:13 0.11
2025/01/10 15:18:13 0.14
2025/01/10 15:18:13 0.11
2025/01/10 15:18:13 0.11
2025/01/10 15:18:13 0.13
2025/01/10 15:18:13 0.12
2025/01/10 15:18:13 0.12
2025/01/10 15:18:13 0.15
2025/01/10 15:18:13 0.14
2025/01/10 15:18:13 0.10
2025/01/10 15:18:14 0.16
2025/01/10 15:18:14 0.16
2025/01/10 15:18:14 0.12
2025/01/10 15:18:14 0.19
2025/01/10 15:18:14 0.14
2025/01/10 15:18:14 0.11
2025/01/10 15:18:14 0.10
2025/01/10 15:18:14 0.10
2025/01/10 15:18:14 0.19
2025/01/10 15:18:14 0.15
2025/01/10 15:18:14 0.11
2025/01/10 15:18:14 0.11
2025/01/10 15:18:14 0.11
2025/01/10 15:18:15 0.15
2025/01/10 15:18:15 0.16
2025/01/10 15:18:15 0.12
2025/01/10 15:18:15 0.10
2025/01/10 15:18:15 0.15
2025/01/10 15:18:15 0.12
2025/01/10 15:18:15 0.14
2025/01/10 15:18:15 0.12
2025/01/10 15:18:15 0.13
2025/01/10 15:18:15 0.13
2025/01/10 15:18:15 0.14
2025/01/10 15:18:15 0.14
2025/01/10 15:18:15 0.11
2025/01/10 15:18:16 0.14
2025/01/10 15:18:16 0.13
2025/01/10 15:18:16 0.12
2025/01/10 15:18:16 0.11
2025/01/10 15:18:16 0.09
2025/01/10 15:18:16 0.12
2025/01/10 15:18:16 0.10
2025/01/10 15:18:16 0.11
2025/01/10 15:18:16 0.12
2025/01/10 15:18:16 0.15
2025/01/10 15:18:16 0.12
2025/01/10 15:18:16 0.09
2025/01/10 15:18:16 0.12
2025/01/10 15:18:17 0.13
2025/01/10 15:18:17 0.14
2025/01/10 15:18:17 0.10
2025/01/10 15:18:17 0.16
2025/01/10 15:18:17 0.13
2025/01/10 15:18:17 0.17
2025/01/10 15:18:17 0.11
2025/01/10 15:18:17 0.12
2025/01/10 15:18:17 0.14
2025/01/10 15:18:17 0.15
2025/01/10 15:18:17 0.10
2025/01/10 15:18:17 0.13
2025/01/10 15:18:17 0.13
2025/01/10 15:18:17 0.14
2025/01/10 15:18:18 0.11
2025/01/10 15:18:18 0.12
2025/01/10 15:18:18 0.13
2025/01/10 15:18:18 0.10
2025/01/10 15:18:18 0.12
2025/01/10 15:18:18 0.10
2025/01/10 15:18:18 0.10
2025/01/10 15:18:18 0.13
2025/01/10 15:18:18 0.15
2025/01/10 15:18:18 0.11
2025/01/10 15:18:18 0.13
2025/01/10 15:18:18 0.12
2025/01/10 15:18:18 0.11
2025/01/10 15:18:19 0.12
2025/01/10 15:18:19 0.14
2025/01/10 15:18:19 0.14
2025/01/10 15:18:19 0.12
2025/01/10 15:18:19 0.15
2025/01/10 15:18:19 0.12
2025/01/10 15:18:19 0.13
2025/01/10 15:18:19 0.13
2025/01/10 15:18:19 0.15
2025/01/10 15:18:19 0.12
2025/01/10 15:18:19 0.12
2025/01/10 15:18:19 0.12
2025/01/10 15:18:19 0.12
2025/01/10 15:18:20 0.10
2025/01/10 15:18:20 0.12
2025/01/10 15:18:20 0.15
2025/01/10 15:18:20 0.11
2025/01/10 15:18:20 0.13
2025/01/10 15:18:20 0.12
2025/01/10 15:18:20 0.14
2025/01/10 15:18:20 0.12
2025/01/10 15:18:20 0.17
2025/01/10 15:18:20 0.13
2025/01/10 15:18:20 0.15
2025/01/10 15:18:20 0.13
2025/01/10 15:18:20 0.11
2025/01/10 15:18:21 0.12
2025/01/10 15:18:21 0.13
2025/01/10 15:18:21 0.13
2025/01/10 15:18:21 0.13
2025/01/10 15:18:21 0.12
2025/01/10 15:18:21 0.13
2025/01/10 15:18:21 0.13
2025/01/10 15:18:21 0.14
2025/01/10 15:18:21 0.14
2025/01/10 15:18:21 0.13
2025/01/10 15:18:21 0.10
2025/01/10 15:18:21 0.11
2025/01/10 15:18:21 0.14
2025/01/10 15:18:21 0.14
2025/01/10 15:18:22 0.15
2025/01/10 15:18:22 0.11
2025/01/10 15:18:22 0.13
2025/01/10 15:18:22 0.13
2025/01/10 15:18:22 0.10
2025/01/10 15:18:22 0.10
2025/01/10 15:18:22 0.13
2025/01/10 15:18:22 0.13
2025/01/10 15:18:22 0.12
2025/01/10 15:18:22 0.12
2025/01/10 15:18:22 0.12
2025/01/10 15:18:22 0.11
2025/01/10 15:18:22 0.15
2025/01/10 15:18:23 0.14
2025/01/10 15:18:23 0.17
2025/01/10 15:18:23 0.15
2025/01/10 15:18:23 0.16
2025/01/10 15:18:23 0.15
2025/01/10 15:18:23 0.10
2025/01/10 15:18:23 0.16
2025/01/10 15:18:23 0.10
2025/01/10 15:18:23 0.13
2025/01/10 15:18:23 0.14
2025/01/10 15:18:23 0.13
2025/01/10 15:18:23 0.12
2025/01/10 15:18:23 0.11
2025/01/10 15:18:24 0.12
2025/01/10 15:18:24 0.12
2025/01/10 15:18:24 0.14
2025/01/10 15:18:24 0.10
2025/01/10 15:18:24 0.11
2025/01/10 15:18:24 0.12
2025/01/10 15:18:24 0.13
2025/01/10 15:18:24 0.15
2025/01/10 15:18:24 0.13
2025/01/10 15:18:24 0.15
2025/01/10 15:18:24 0.14
2025/01/10 15:18:24 0.11
2025/01/10 15:18:24 0.11
2025/01/10 15:18:25 0.13
2025/01/10 15:18:25 0.13
2025/01/10 15:18:25 0.14
2025/01/10 15:18:25 0.13
2025/01/10 15:18:25 0.11
2025/01/10 15:18:25 0.11
2025/01/10 15:18:25 0.10
2025/01/10 15:18:25 0.13
2025/01/10 15:18:25 0.14
2025/01/10 15:18:25 0.12
2025/01/10 15:18:25 0.12
2025/01/10 15:18:25 0.13
2025/01/10 15:18:25 0.13
2025/01/10 15:18:26 0.12
2025/01/10 15:18:26 0.13
2025/01/10 15:18:26 0.13
2025/01/10 15:18:26 0.12
2025/01/10 15:18:26 0.17
2025/01/10 15:18:26 0.10
2025/01/10 15:18:26 0.12
2025/01/10 15:18:26 0.12
2025/01/10 15:18:26 0.13
2025/01/10 15:18:26 0.14
2025/01/10 15:18:26 0.11
2025/01/10 15:18:26 0.10
2025/01/10 15:18:26 0.10
2025/01/10 15:18:27 0.14
2025/01/10 15:18:27 0.12
2025/01/10 15:18:27 0.11
2025/01/10 15:18:27 0.07
2025/01/10 15:18:27 0.11
2025/01/10 15:18:27 0.13
2025/01/10 15:18:27 0.11
2025/01/10 15:18:27 0.12
2025/01/10 15:18:27 0.10
2025/01/10 15:18:27 0.12
2025/01/10 15:18:27 0.12
2025/01/10 15:18:27 0.14
2025/01/10 15:18:27 0.14
2025/01/10 15:18:27 0.12
2025/01/10 15:18:28 0.15
2025/01/10 15:18:28 0.15
2025/01/10 15:18:28 0.11
2025/01/10 15:18:28 0.12
2025/01/10 15:18:28 0.13
2025/01/10 15:18:28 0.15
2025/01/10 15:18:28 0.13
2025/01/10 15:18:28 0.01
2025/01/10 15:18:28 0.13
2025/01/10 15:18:28 0.13
2025/01/10 15:18:28 0.10
2025/01/10 15:18:28 0.13
2025/01/10 15:18:28 0.14
2025/01/10 15:18:29 0.13
2025/01/10 15:18:29 0.11
2025/01/10 15:18:29 0.13
2025/01/10 15:18:29 0.11
2025/01/10 15:18:29 0.11
2025/01/10 15:18:29 0.16
2025/01/10 15:18:29 0.13
2025/01/10 15:18:29 0.12
2025/01/10 15:18:29 0.13
2025/01/10 15:18:29 0.14
2025/01/10 15:18:29 0.12
2025/01/10 15:18:29 0.11
2025/01/10 15:18:29 0.13
2025/01/10 15:18:30 0.13
2025/01/10 15:18:30 0.15
2025/01/10 15:18:30 0.13
2025/01/10 15:18:30 0.10
2025/01/10 15:18:30 0.12
2025/01/10 15:18:30 0.14
2025/01/10 15:18:30 0.10
2025/01/10 15:18:30 0.15
2025/01/10 15:18:30 0.16
2025/01/10 15:18:30 0.11
2025/01/10 15:18:30 0.09
2025/01/10 15:18:30 0.15
2025/01/10 15:18:30 0.08
2025/01/10 15:18:31 0.12
2025/01/10 15:18:31 0.13
2025/01/10 15:18:31 0.14
2025/01/10 15:18:31 0.14
2025/01/10 15:18:31 0.14
2025/01/10 15:18:31 0.12
2025/01/10 15:18:31 0.10
2025/01/10 15:18:31 0.12
2025/01/10 15:18:31 0.11
2025/01/10 15:18:31 0.14
2025/01/10 15:18:31 0.09
2025/01/10 15:18:31 0.11
2025/01/10 15:18:31 0.12
2025/01/10 15:18:32 0.11
2025/01/10 15:18:32 0.13
2025/01/10 15:18:32 0.14
2025/01/10 15:18:32 0.11
2025/01/10 15:18:32 0.14
2025/01/10 15:18:32 0.11
2025/01/10 15:18:32 0.15
2025/01/10 15:18:32 0.11
2025/01/10 15:18:32 0.14
2025/01/10 15:18:32 0.14
2025/01/10 15:18:32 0.18
2025/01/10 15:18:32 0.15
2025/01/10 15:18:32 0.09
2025/01/10 15:18:33 0.13
2025/01/10 15:18:33 0.16
2025/01/10 15:18:33 0.11
2025/01/10 15:18:33 0.12
2025/01/10 15:18:33 0.14
2025/01/10 15:18:33 0.14
2025/01/10 15:18:33 0.14
2025/01/10 15:18:33 0.13
2025/01/10 15:18:33 0.15
2025/01/10 15:18:33 0.14
2025/01/10 15:18:33 0.13
2025/01/10 15:18:33 0.14
2025/01/10 15:18:33 0.11
2025/01/10 15:18:33 0.16
2025/01/10 15:18:34 0.12
2025/01/10 15:18:34 0.14
2025/01/10 15:18:34 0.15
2025/01/10 15:18:34 0.09
2025/01/10 15:18:34 0.15
2025/01/10 15:18:34 0.13
2025/01/10 15:18:34 0.17
2025/01/10 15:18:34 0.14
2025/01/10 15:18:34 0.13
2025/01/10 15:18:34 0.12
2025/01/10 15:18:34 0.12
2025/01/10 15:18:34 0.12
2025/01/10 15:18:34 0.15
2025/01/10 15:18:35 0.13
2025/01/10 15:18:35 0.13
2025/01/10 15:18:35 0.13
2025/01/10 15:18:35 0.15
2025/01/10 15:18:35 0.16
2025/01/10 15:18:35 0.10
2025/01/10 15:18:35 0.12
2025/01/10 15:18:35 0.13
2025/01/10 15:18:35 0.12
2025/01/10 15:18:35 0.14
2025/01/10 15:18:35 0.11
2025/01/10 15:18:35 0.10
2025/01/10 15:18:35 0.12
2025/01/10 15:18:36 0.10
2025/01/10 15:18:36 0.14
2025/01/10 15:18:36 0.14
2025/01/10 15:18:36 0.11
2025/01/10 15:18:36 0.15
2025/01/10 15:18:36 0.13
2025/01/10 15:18:36 0.12
2025/01/10 15:18:36 0.16
2025/01/10 15:18:36 0.14
2025/01/10 15:18:36 0.16
